TID,Item
T9205,newspapers
T9206,tropical fruit
T9206,other vegetables
T9206,whole milk
T9206,butter
T9206,yogurt
T9206,soft cheese
T9206,domestic eggs
T9206,cling film
T9206,bags
T9207,other vegetables
T9207,whole milk
T9207,yogurt
T9207,sliced cheese
T9207,cereals
T9207,bottled water
T9208,other vegetables
T9208,zwieback
T9208,soda
T9208,chewing gum
T9209,sugar
T9209,bottled water
T9209,soda
T9209,fruit
T9209,vegetable juice
T9209,salty snack
T9209,popcorn
T9210,chicken
T9210,root vegetables
T9210,long life bakery product
T9211,chicken
T9211,coffee
T9212,meat
T9212,chicken
T9212,root vegetables
T9212,other vegetables
T9212,whole milk
T9212,yogurt
T9212,sliced cheese
T9212,cream cheese 
T9212,roll products 
T9212,oil
T9212,margarine
T9212,artif. sweetener
T9212,detergent
T9212,shopping bags
T9213,rolls
T9213,buns
T9213,bottled beer
T9214,root vegetables
T9214,other vegetables
T9214,whole milk
T9214,butter
T9214,whipped
T9214,sour cream
T9214,soft cheese
T9214,rolls
T9214,buns
T9214,white bread
T9214,margarine
T9214,cocoa drinks
T9214,flower (seeds)
T9215,newspapers
T9216,ham
T9216,other vegetables
T9216,curd
T9216,whipped
T9216,sour cream
T9216,soft cheese
T9216,rolls
T9216,buns
T9216,long life bakery product
T9217,sausage
T9217,other vegetables
T9217,rolls
T9217,buns
T9217,oil
T9217,bottled beer
T9217,red
T9217,blush wine
T9218,specialty cheese
T9218,baking powder
T9218,waffles
T9218,chocolate
T9219,seasonal products
T9219,shopping bags
T9220,newspapers
T9221,sausage
T9221,other vegetables
T9221,butter
T9221,whipped
T9221,sour cream
T9221,cream
T9221,roll products 
T9221,oil
T9221,white wine
T9221,flower (seeds)
T9222,rolls
T9222,buns
T9222,newspapers
T9223,whole milk
T9223,soda
T9224,sausage
T9224,meat
T9224,rolls
T9224,buns
T9224,soda
T9224,fruit
T9224,vegetable juice
T9224,male cosmetics
T9224,shopping bags
T9225,ice cream
T9225,bottled water
T9225,soda
T9226,chicken
T9226,other vegetables
T9226,rolls
T9226,buns
T9226,margarine
T9226,soda
T9226,misc. beverages
T9226,candy
T9227,shopping bags
T9228,bottled water
T9228,bottled beer
T9229,root vegetables
T9229,sparkling wine
T9230,sausage
T9230,meat
T9230,chicken
T9230,pork
T9230,other vegetables
T9230,sliced cheese
T9230,brown bread
T9230,newspapers
T9230,shopping bags
T9231,chicken
T9231,newspapers
T9232,ham
T9232,pork
T9232,citrus fruit
T9232,tropical fruit
T9232,root vegetables
T9232,other vegetables
T9232,yogurt
T9232,frozen fish
T9232,fruit
T9232,vegetable juice
T9232,long life bakery product
T9232,female sanitary products
T9233,tropical fruit
T9233,butter milk
T9233,UHT-milk
T9233,condensed milk
T9233,brown bread
T9233,sugar
T9233,coffee
T9233,bottled water
T9233,soda
T9233,fruit
T9233,vegetable juice
T9233,syrup
T9233,bottled beer
T9233,house keeping products
T9233,shopping bags
T9234,rolls
T9234,buns
T9235,other vegetables
T9236,sausage
T9236,ham
T9236,pork
T9236,beef
T9236,hamburger meat
T9236,tropical fruit
T9236,pip fruit
T9236,berries
T9236,other vegetables
T9236,curd
T9236,dessert
T9236,yogurt
T9236,sliced cheese
T9236,spread cheese
T9236,semi-finished bread
T9236,canned vegetables
T9236,bottled water
T9236,misc. beverages
T9236,syrup
T9236,waffles
T9236,chocolate
T9236,seasonal products
T9237,berries
T9237,waffles
T9237,specialty chocolate
T9238,frankfurter
T9238,rolls
T9238,buns
T9238,canned beer
T9239,yogurt
T9239,whipped
T9239,sour cream
T9240,bottled water
T9240,soda
T9240,bottled beer
T9240,waffles
T9240,chocolate
T9240,dishes
T9241,bottled water
T9242,berries
T9243,pastry
T9243,chocolate
T9243,specialty bar
T9243,candy
T9243,seasonal products
T9244,citrus fruit
T9244,tropical fruit
T9244,pip fruit
T9244,root vegetables
T9244,rolls
T9244,buns
T9245,chicken
T9245,root vegetables
T9245,other vegetables
T9245,whole milk
T9245,butter
T9245,yogurt
T9245,specialty cheese
T9245,domestic eggs
T9245,pastry
T9245,rice
T9245,canned fish
T9245,misc. beverages
T9245,detergent
T9245,house keeping products
T9246,sausage
T9246,chicken
T9246,other vegetables
T9246,whole milk
T9246,yogurt
T9246,rolls
T9246,buns
T9246,soda
T9246,hygiene articles
T9246,napkins
T9246,shopping bags
T9247,fruit
T9247,vegetable juice
T9248,beverages
T9249,UHT-milk
T9249,pastry
T9249,margarine
T9250,turkey
T9250,tropical fruit
T9250,grapes
T9250,other vegetables
T9250,whole milk
T9250,curd
T9250,yogurt
T9250,processed cheese
T9250,dog food
T9250,pot plants
T9251,white wine
T9251,red
T9251,blush wine
T9251,napkins
T9252,other vegetables
T9252,whole milk
T9252,cream cheese 
T9252,frozen meals
T9252,rolls
T9252,buns
T9252,brown bread
T9252,bottled water
T9252,newspapers
T9253,other vegetables
T9253,yogurt
T9254,sausage
T9254,organic products
T9254,specialty chocolate
T9255,liver loaf
T9255,rolls
T9255,buns
T9256,butter milk
T9256,hard cheese
T9256,instant coffee
T9257,pip fruit
T9258,rolls
T9258,buns
T9258,pickled vegetables
T9258,specialty bar
T9258,dental care
T9259,frankfurter
T9259,whole milk
T9259,pastry
T9259,potato products
T9260,frankfurter
T9260,root vegetables
T9260,other vegetables
T9260,hard cheese
T9261,whole milk
T9261,zwieback
T9261,soda
T9262,frankfurter
T9262,whole milk
T9263,dessert
T9263,rolls
T9263,buns
T9263,soda
T9264,other vegetables
T9264,whole milk
T9265,oil
T9265,hygiene articles
T9266,red
T9266,blush wine
T9267,rolls
T9267,buns
T9268,tropical fruit
T9268,curd
T9269,root vegetables
T9270,yogurt
T9271,sausage
T9271,rolls
T9271,buns
T9272,whole milk
T9272,curd
T9272,cream cheese 
T9272,cereals
T9272,cat food
T9272,coffee
T9272,waffles
T9273,ham
T9273,pip fruit
T9273,root vegetables
T9273,other vegetables
T9273,yogurt
T9273,rolls
T9273,buns
T9273,baking powder
T9274,domestic eggs
T9274,rolls
T9274,buns
T9274,margarine
T9275,tropical fruit
T9275,other vegetables
T9275,soda
T9276,root vegetables
T9276,butter milk
T9276,cream cheese 
T9276,spread cheese
T9277,chicken
T9277,tropical fruit
T9277,pip fruit
T9277,other vegetables
T9277,packaged fruit
T9277,vegetables
T9277,domestic eggs
T9277,rolls
T9277,buns
T9277,flour
T9277,pasta
T9277,dog food
T9277,bottled water
T9277,newspapers
T9278,pork
T9278,beef
T9278,other vegetables
T9278,whole milk
T9278,pickled vegetables
T9278,long life bakery product
T9278,specialty chocolate
T9279,coffee
T9279,soda
T9279,fruit
T9279,vegetable juice
T9279,waffles
T9279,seasonal products
T9280,waffles
T9281,butter
T9282,sausage
T9282,coffee
T9282,shopping bags
T9283,other vegetables
T9283,dessert
T9283,sugar
T9284,house keeping products
T9285,liver loaf
T9285,root vegetables
T9285,salty snack
T9285,cake bar
T9285,specialty chocolate
T9286,citrus fruit
T9286,root vegetables
T9286,whole milk
T9286,butter milk
T9286,processed cheese
T9286,frozen vegetables
T9286,mustard
T9286,fruit
T9286,vegetable juice
T9286,napkins
T9287,hamburger meat
T9287,root vegetables
T9287,whole milk
T9287,pastry
T9287,sweet spreads
T9288,sausage
T9289,other vegetables
T9289,rolls
T9289,buns
T9289,fruit
T9289,vegetable juice
T9289,cooking chocolate
T9290,citrus fruit
T9290,pip fruit
T9290,ice cream
T9290,bottled water
T9291,sausage
T9291,brown bread
T9291,salty snack
T9291,chocolate
T9292,other vegetables
T9292,rolls
T9292,buns
T9292,sauces
T9292,soda
T9292,white wine
T9292,newspapers
T9293,ham
T9293,butter
T9293,condensed milk
T9294,tropical fruit
T9294,rolls
T9294,buns
T9294,bottled water
T9295,napkins
T9295,candles
T9296,whole milk
T9296,yogurt
T9296,chocolate
T9297,brown bread
T9298,sausage
T9298,domestic eggs
T9298,zwieback
T9298,fruit
T9298,vegetable juice
T9298,newspapers
T9299,hamburger meat
T9299,pastry
T9300,citrus fruit
T9300,whole milk
T9300,flour
T9301,beverages
T9302,frozen meals
T9303,beef
T9303,other vegetables
T9303,pastry
T9304,sausage
T9304,fruit
T9304,vegetable juice
T9305,sausage
T9305,chicken
T9305,citrus fruit
T9305,pip fruit
T9305,yogurt
T9305,condensed milk
T9305,frozen vegetables
T9305,domestic eggs
T9305,rolls
T9305,buns
T9305,pastry
T9305,long life bakery product
T9305,waffles
T9305,newspapers
T9306,hamburger meat
T9306,pip fruit
T9306,root vegetables
T9306,other vegetables
T9307,grapes
T9308,meat
T9308,soda
T9309,other vegetables
T9309,whole milk
T9309,white bread
T9309,soda
T9310,pork
T9310,root vegetables
T9310,other vegetables
T9310,whole milk
T9310,cream cheese 
T9310,oil
T9310,chocolate
T9310,napkins
T9311,tropical fruit
T9311,yogurt
T9311,rolls
T9311,buns
T9311,candy
T9311,shopping bags
T9312,pip fruit
T9312,frozen vegetables
T9312,bottled water
T9313,brown bread
T9313,oil
T9313,dishes
T9314,waffles
T9315,whole milk
T9316,whole milk
T9317,root vegetables
T9318,other vegetables
T9318,whipped
T9318,sour cream
T9318,rolls
T9318,buns
T9319,pork
T9319,beef
T9319,tropical fruit
T9319,other vegetables
T9319,yogurt
T9319,frozen vegetables
T9320,pet care
T9321,bottled water
T9322,yogurt
T9322,UHT-milk
T9322,brandy
T9323,UHT-milk
T9323,soda
T9324,canned beer
T9325,bottled water
T9325,soda
T9325,misc. beverages
T9325,bottled beer
T9326,citrus fruit
T9326,whole milk
T9326,pastry
T9327,UHT-milk
T9327,bottled water
T9328,whole milk
T9328,domestic eggs
T9328,specialty chocolate
T9329,chicken
T9329,beef
T9329,tropical fruit
T9329,pip fruit
T9329,root vegetables
T9329,other vegetables
T9329,whole milk
T9329,domestic eggs
T9329,pastry
T9329,canned vegetables
T9329,pickled vegetables
T9329,coffee
T9329,soda
T9329,canned beer
T9329,cookware
T9330,citrus fruit
T9330,bottled beer
T9330,white wine
T9331,pork
T9331,whole milk
T9331,cake bar
T9332,sausage
T9332,other vegetables
T9332,whole milk
T9332,hard cheese
T9332,frozen meals
T9332,ice cream
T9332,brown bread
T9332,pastry
T9332,salty snack
T9332,shopping bags
T9333,citrus fruit
T9333,tropical fruit
T9333,pip fruit
T9333,rolls
T9333,buns
T9333,soda
T9333,canned beer
T9334,beef
T9334,other vegetables
T9334,pasta
T9334,Instant food products
T9335,berries
T9335,other vegetables
T9335,yogurt
T9335,whipped
T9335,sour cream
T9336,beverages
T9337,shopping bags
T9338,chicken
T9338,whole milk
T9338,white bread
T9339,napkins
T9339,dishes
T9340,coffee
T9340,dish cleaner
T9341,root vegetables
T9341,yogurt
T9341,whipped
T9341,sour cream
T9341,UHT-milk
T9341,domestic eggs
T9341,rolls
T9341,buns
T9341,pickled vegetables
T9341,soda
T9341,bottled beer
T9342,other vegetables
T9342,whole milk
T9342,yogurt
T9342,rolls
T9342,buns
T9342,pastry
T9342,margarine
T9342,artif. sweetener
T9342,baking powder
T9342,soda
T9342,candles
T9342,newspapers
T9343,canned beer
T9344,bottled beer
T9344,brandy
T9344,specialty chocolate
T9344,skin care
T9345,bottled beer
T9345,brandy
T9345,specialty chocolate
T9346,hamburger meat
T9346,yogurt
T9346,margarine
T9346,sauces
T9346,canned vegetables
T9346,soda
T9347,frankfurter
T9347,pip fruit
T9347,other vegetables
T9347,whole milk
T9347,butter
T9347,pastry
T9347,soda
T9347,long life bakery product
T9348,root vegetables
T9348,other vegetables
T9348,butter
T9348,hard cheese
T9348,margarine
T9348,mustard
T9348,pickled vegetables
T9349,soda
T9350,soap
T9350,dishes
T9351,yogurt
T9351,soda
T9352,soda
T9353,newspapers
T9354,whole milk
T9354,pastry
T9354,soda
T9354,specialty bar
T9355,frankfurter
T9355,beef
T9355,citrus fruit
T9355,tropical fruit
T9355,onions
T9355,other vegetables
T9355,whole milk
T9355,yogurt
T9355,whipped
T9355,sour cream
T9355,fruit
T9355,vegetable juice
T9356,frankfurter
T9356,yogurt
T9356,sliced cheese
T9356,mayonnaise
T9356,salty snack
T9357,canned beer
T9358,sparkling wine
T9359,sausage
T9359,dessert
T9359,domestic eggs
T9359,rolls
T9359,buns
T9359,soda
T9359,bottled beer
T9359,red
T9359,blush wine
T9359,salty snack
T9359,napkins
T9360,detergent
T9360,flower (seeds)
T9361,butter
T9361,bottled water
T9361,liquor
T9361,specialty bar
T9361,dishes
T9361,shopping bags
T9362,bottled beer
T9362,liquor
T9362,chewing gum
T9363,ham
T9363,whole milk
T9363,curd
T9363,napkins
T9364,hygiene articles
T9365,tropical fruit
T9365,curd
T9365,newspapers
T9366,tropical fruit
T9366,other vegetables
T9366,butter
T9366,hard cheese
T9366,domestic eggs
T9367,meat
T9367,other vegetables
T9368,chicken
T9368,pip fruit
T9368,spices
T9368,white wine
T9369,pet care
T9370,beverages
T9370,chocolate
T9371,sausage
T9371,other vegetables
T9371,whole milk
T9371,rolls
T9371,buns
T9371,soups
T9371,cake bar
T9371,shopping bags
T9372,yogurt
T9373,whole milk
T9373,newspapers
T9374,oil
T9375,sausage
T9375,ham
T9375,pork
T9375,hamburger meat
T9375,citrus fruit
T9375,whole milk
T9375,butter
T9375,yogurt
T9375,whipped
T9375,sour cream
T9375,sliced cheese
T9375,hard cheese
T9375,cream cheese 
T9375,frozen meals
T9375,brown bread
T9376,coffee
T9376,bottled beer
T9377,liver loaf
T9377,whole milk
T9377,curd
T9377,frozen meals
T9378,sausage
T9378,frozen fish
T9378,semi-finished bread
T9378,salty snack
T9378,popcorn
T9378,napkins
T9379,frankfurter
T9379,sausage
T9379,whole milk
T9379,rolls
T9379,buns
T9379,oil
T9379,cocoa drinks
T9379,kitchen towels
T9380,whipped
T9380,sour cream
T9381,frozen vegetables
T9382,whipped
T9382,sour cream
T9383,frankfurter
T9383,light bulbs
T9384,whole milk
T9384,butter
T9384,domestic eggs
T9384,bottled water
T9384,salty snack
T9385,yogurt
T9385,frozen vegetables
T9386,napkins
T9387,root vegetables
T9387,herbs
T9387,dessert
T9387,yogurt
T9387,margarine
T9387,soda
T9388,bottled water
T9389,other vegetables
T9389,UHT-milk
T9390,bottled water
T9391,pip fruit
T9391,root vegetables
T9391,packaged fruit
T9391,vegetables
T9391,whole milk
T9391,domestic eggs
T9391,flour
T9391,salt
T9392,napkins
T9393,tropical fruit
T9393,root vegetables
T9393,rolls
T9393,buns
T9394,yogurt
T9394,ice cream
T9394,soda
T9394,long life bakery product
T9394,specialty chocolate
T9394,napkins
T9395,sausage
T9395,dessert
T9395,UHT-milk
T9395,soda
T9395,white wine
T9396,yogurt
T9396,UHT-milk
T9396,frozen vegetables
T9396,pastry
T9396,potato products
T9396,soda
T9396,shopping bags
T9397,cream cheese 
T9398,pip fruit
T9399,pip fruit
T9399,whole milk
T9399,condensed milk
T9399,canned fish
T9399,misc. beverages
T9399,fruit
T9399,vegetable juice
T9399,candy
T9400,hamburger meat
T9400,brown bread
T9400,semi-finished bread
T9401,sugar
T9402,sausage
T9402,other vegetables
T9402,cream cheese 
T9402,soda
T9402,canned beer
T9402,white wine
T9402,specialty chocolate
T9403,sausage
T9403,ham
T9403,tropical fruit
T9403,pip fruit
T9403,other vegetables
T9403,whole milk
T9403,curd
T9403,dessert
T9403,condensed milk
T9403,white bread
T9403,fruit
T9403,vegetable juice
T9404,sausage
T9404,bottled water
T9404,canned beer
T9404,hygiene articles
T9404,shopping bags
T9405,coffee
T9406,pip fruit
T9406,butter
T9406,beverages
T9406,sliced cheese
T9406,ice cream
T9406,rolls
T9406,buns
T9406,bottled water
T9407,whole milk
T9407,soda
T9408,onions
T9408,whole milk
T9408,coffee
T9409,ham
T9409,whole milk
T9409,semi-finished bread
T9410,soda
T9411,root vegetables
T9412,ham
T9412,other vegetables
T9412,whole milk
T9412,dessert
T9412,yogurt
T9412,pasta
T9412,oil
T9412,canned fish
T9412,coffee
T9412,soda
T9412,shopping bags
T9413,sausage
T9413,ham
T9413,other vegetables
T9414,semi-finished bread
T9415,other vegetables
T9415,whole milk
T9415,soda
T9415,specialty bar
T9416,cream cheese 
T9416,white bread
T9416,Instant food products
T9416,fruit
T9416,vegetable juice
T9417,dessert
T9417,yogurt
T9417,frozen vegetables
T9417,soda
T9417,misc. beverages
T9417,white wine
T9417,prosecco
T9417,long life bakery product
T9417,waffles
T9417,cleaner
T9417,toilet cleaner
T9417,dental care
T9417,napkins
T9417,newspapers
T9418,whole milk
T9419,frankfurter
T9419,whipped
T9419,sour cream
T9419,condensed milk
T9419,frozen vegetables
T9419,salty snack
T9419,candy
T9420,liquor (appetizer)
T9421,curd
T9421,specialty chocolate
T9422,curd
T9422,yogurt
T9423,other vegetables
T9423,butter milk
T9423,yogurt
T9423,fruit
T9423,vegetable juice
T9424,pork
T9424,onions
T9424,other vegetables
T9424,salty snack
T9424,flower (seeds)
T9425,frozen meals
T9426,soda
T9426,fruit
T9426,vegetable juice
T9426,chewing gum
T9427,sausage
T9427,whole milk
T9427,hard cheese
T9427,misc. beverages
T9428,other vegetables
T9428,soda
T9428,specialty bar
T9429,pip fruit
T9429,root vegetables
T9429,other vegetables
T9429,whole milk
T9429,yogurt
T9429,rolls
T9429,buns
T9430,tropical fruit
T9430,whole milk
T9430,butter
T9430,cream cheese 
T9430,domestic eggs
T9430,fruit
T9430,vegetable juice
T9430,chocolate marshmallow
T9431,canned beer
T9432,root vegetables
T9432,herbs
T9432,whole milk
T9433,sausage
T9433,white wine
T9433,long life bakery product
